title,budget,revenue,runtime,genres,release_date,production_companies,director
Snowpiercer,39200000,86758912,127,"Action, Science Fiction, Drama",2013-08-01,"Opus Pictures, Moho Film, CJ Entertainment, Union Investment Partners",Bong Joon Ho
28 Days Later,8000000,84661434,113,"Horror, Thriller, Science Fiction",2002-10-31,DNA Films,Danny Boyle
Finding Nemo,94000000,940335536,100,"Animation, Family",2003-05-30,Pixar,Andrew Stanton
Pride & Prejudice,28000000,121600000,129,"Drama, Romance",2005-09-16,"Universal Pictures, StudioCanal, Working Title Films, Scion Films",Joe Wright
Black Panther,200000000,1349926083,135,"Action, Adventure, Science Fiction",2018-02-13,Marvel Studios,Ryan Coogler
Joker,55000000,1078958629,122,"Crime, Thriller, Drama",2019-10-01,"Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films",Todd Phillips
Ratatouille,150000000,623726000,111,"Animation, Comedy, Family, Fantasy",2007-06-28,"Pixar, Walt Disney Pictures",Brad Bird
Oldboy,3000000,17500000,120,"Drama, Thriller, Mystery, Action",2003-11-21,"Show East, Egg Film, Cineclick Asia",Park Chan-wook
The Lord of the Rings: The Two Towers,79000000,926287400,179,"Adventure, Fantasy, Action",2002-12-18,"New Line Cinema, WingNut Films, The Saul Zaentz Company",Peter Jackson
Oppenheimer,100000000,952000000,181,"Drama, History",2023-07-19,"Syncopy, Universal Pictures, Atlas Entertainment, Breakheart Films, Peters Creek Entertainment",Christopher Nolan
Star Wars,11000000,775398007,121,"Adventure, Action, Science Fiction",1977-05-25,"Lucasfilm Ltd., 20th Century Fox",George Lucas
The Social Network,40000000,224920315,121,Drama,2010-10-01,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",David Fincher
Shang-Chi and the Legend of the Ten Rings,150000000,432243292,132,"Action, Adventure, Fantasy, Science Fiction",2021-09-01,Marvel Studios,Destin Daniel Cretton
Midsommar,9000000,48015416,147,"Horror, Drama, Mystery",2019-07-03,"B-Reel Films, Square Peg",Ari Aster
The Crow,50000000,24109036,111,"Action, Fantasy, Horror",2024-08-21,"Davis Films, Pressman Film, Hassell Free Productions, Electric Shadow Company, 30WEST, Ashland Hill Media Finance, FilmNation Entertainment, Maze Pictures, Occupant Entertainment",Rupert Sanders
Howl's Moving Castle,24000000,236049757,119,"Fantasy, Animation, Adventure",2004-09-09,"Studio Ghibli, dentsu Music and Entertainment, Mitsubishi, Nippon Television Network Corporation, TFC, Tokuma Shoten, d-rights",Hayao Miyazaki
The Batman,185000000,772319315,177,"Crime, Mystery, Thriller",2022-03-01,"6th & Idaho Motion Picture Company, Dylan Clark Productions, DC Films, Warner Bros. Pictures",Matt Reeves
The Hobbit: The Battle of the Five Armies,250000000,956019788,144,"Action, Adventure, Fantasy",2014-12-10,"Warner Bros. Pictures, New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films, The Saul Zaentz Company",Peter Jackson
Speak No Evil,15000000,76756109,110,"Horror, Thriller",2024-09-11,Blumhouse Productions,James Watkins
The Hobbit: An Unexpected Journey,250000000,1021103568,169,"Adventure, Fantasy, Action",2012-12-12,"New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films, Warner Bros. Pictures, Warner Bros. Entertainment",Peter Jackson
Mean Girls,17000000,130161094,97,"Drama, Comedy",2004-04-30,"Broadway Video, Paramount Pictures, M.G. Films",Mark Waters
The Hangover,35000000,469310836,100,Comedy,2009-06-02,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures",Todd Phillips
Risen,20000000,46100000,107,"Action, Adventure, Drama, Fantasy",2016-02-18,"Patrick Aiello Productions, Affirm Films, Columbia Pictures, LD Entertainment",Kevin Reynolds
Harry Potter and the Deathly Hallows: Part 2,125000000,1341511219,130,"Fantasy, Adventure",2011-07-12,"Warner Bros. Pictures, Heyday Films",David Yates
The Greatest Story Ever Told,20000000,15500000,199,"Drama, History",1965-04-09,George Stevens Jr. Productions,George Stevens
How to Train Your Dragon 2,145000000,621537519,102,"Fantasy, Action, Adventure, Animation, Comedy, Family",2014-06-05,DreamWorks Animation,Dean DeBlois
The Karate Kid,40000000,359126022,140,"Action, Adventure, Drama, Family",2010-06-10,"Jerry Weintraub Productions, Columbia Pictures, Overbrook Entertainment, China Film Group Corporation, Emperor Motion Pictures",Harald Zwart
World War Z,200000000,531865000,116,"Action, Horror, Science Fiction, Thriller",2013-06-19,"GK Films, Paramount Pictures, Hemisphere Media Capital, 2DUX², Skydance Media, Plan B Entertainment",Marc Forster
IF,110000000,190309707,104,"Comedy, Fantasy, Family",2024-05-08,"Paramount Pictures, Sunday Night Productions, Maximum Effort",John Krasinski
Luca,200000000,51074773,95,"Animation, Comedy, Fantasy, Adventure, Family",2021-06-17,"Pixar, Walt Disney Pictures",Enrico Casarosa
Shrek 2,150000000,935454538,92,"Animation, Family, Comedy, Fantasy, Adventure",2004-05-19,"DreamWorks Animation, Pacific Data Images",Conrad Vernon
Kingdom of Heaven,130000000,218100001,144,"Drama, Action, Adventure, History, War",2005-05-03,"Scott Free Productions, BK, KOH, Reino del Cielo, Inside Track 3, 20th Century Fox, Babelsberg Film",Ridley Scott
The Intern,35000000,194564672,121,Comedy,2015-09-23,"Warner Bros. Pictures, RatPac Entertainment, Waverly Films",Nancy Meyers
Jurassic World,150000000,1671537444,124,"Action, Adventure, Science Fiction, Thriller",2015-06-06,"Amblin Entertainment, Universal Pictures",Colin Trevorrow
Encanto,135000000,261289554,102,"Animation, Comedy, Family, Fantasy",2021-10-13,"Walt Disney Animation Studios, Walt Disney Pictures",Byron Howard
Alien,11000000,104931801,117,"Horror, Science Fiction",1979-05-25,"20th Century Fox, Brandywine Productions",Ridley Scott
Baby Face,187000,451000,76,Drama,1933-07-13,Warner Bros. Pictures,Alfred E. Green
The Revenant,135000000,532950503,157,"Western, Drama, Adventure",2015-12-25,"Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment",Alejandro González Iñárritu
Green Book,23000000,321752656,130,"Drama, History",2018-11-16,"Participant, DreamWorks Pictures, Cinetic Media, Innisfree Pictures",Peter Farrelly
Black Swan,13000000,329398046,109,"Drama, Thriller, Horror",2010-12-03,"Fox Searchlight Pictures, Cross Creek Pictures, Protozoa Pictures, Phoenix Pictures, Dune Entertainment",Darren Aronofsky
Captain America: Civil War,250000000,1155046416,147,"Adventure, Action, Science Fiction",2016-04-27,Marvel Studios,Joe Russo
Girl Play,1000000,11522,80,"Comedy, Romance",2004-07-11,Goff-Kellam Productions,Lee Friedlander
Blink Twice,20000000,46393906,102,"Mystery, Thriller",2024-08-21,"Metro-Goldwyn-Mayer, Free Association, This Is Important, Bold Choices",Zoë Kravitz
Wonka,125000000,634502312,117,"Comedy, Family, Fantasy",2023-12-06,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment",Paul King
Whiplash,3300000,50307484,107,"Drama, Music",2014-10-10,"Bold Films, Blumhouse Productions, Right of Way Films",Damien Chazelle
Thor: Ragnarok,180000000,855301806,131,"Action, Adventure, Science Fiction",2017-10-02,Marvel Studios,Taika Waititi
The Hunger Games: Mockingjay - Part 1,125000000,755356711,123,"Science Fiction, Adventure, Thriller",2014-11-19,"Lionsgate, Color Force",Francis Lawrence
Better Man,110000000,22122995,135,"Music, Drama",2024-12-06,"RocketScience, Facing East Entertainment, Sina Studios, Lost Bandits, Footloose Productions, VicScreen, RPW Productions, Azure Centrum, Partizan Films, Mid-March Media",Michael Gracey
Poor Things,35000000,117607117,141,"Science Fiction, Romance, Comedy",2023-12-07,"Searchlight Pictures, Film4 Productions, TSG Entertainment, Element Pictures, Limp, Fruit Tree",Yorgos Lanthimos
Jurassic World: Fallen Kingdom,170000000,1310466296,129,"Action, Adventure, Science Fiction, Thriller",2018-06-06,"Amblin Entertainment, Universal Pictures",J.A. Bayona
Star Wars: Episode III - Revenge of the Sith,113000000,850000000,140,"Adventure, Action, Science Fiction",2005-05-17,Lucasfilm Ltd.,George Lucas
Venom: Let There Be Carnage,110000000,506863592,97,"Science Fiction, Action, Adventure",2021-09-30,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Arad Productions",Andy Serkis
How to Train Your Dragon,165000000,494879471,98,"Fantasy, Adventure, Animation, Family",2010-03-18,DreamWorks Animation,Dean DeBlois
Call Me by Your Name,3500000,43143046,132,"Romance, Drama",2017-07-28,"La Cinéfacture, Frenesy Film, M.Y.R.A. Entertainment, RT Features, Water's End Productions, Memento Films International",Luca Guadagnino
The Tomorrow War,200000000,14400000,138,"Action, Science Fiction, Adventure",2021-09-03,"Skydance Media, Phantom Four, Lit Entertainment Group",Chris McKay
Godzilla Minus One,15000000,115857413,124,"Science Fiction, Horror, Action",2023-11-03,"TOHO, TOHO Studios, Robot Communications",Takashi Yamazaki
Avengers: Age of Ultron,365000000,1405403694,141,"Action, Adventure, Science Fiction",2015-04-22,Marvel Studios,Joss Whedon
Guardians of the Galaxy Vol. 3,250000000,845600000,150,"Science Fiction, Adventure, Action, Comedy",2023-05-03,"Marvel Studios, Kevin Feige Productions",James Gunn
Twisters,155000000,370962265,123,"Action, Thriller",2024-07-10,"Universal Pictures, Warner Bros. Pictures, Amblin Entertainment, Domain Entertainment",Lee Isaac Chung
Lilo & Stitch,80000000,273144151,85,"Animation, Family, Comedy",2002-06-21,"Walt Disney Pictures, Walt Disney Feature Animation",Chris Sanders
Subservience,4400000,262793,105,"Horror, Science Fiction, Thriller",2024-08-15,"Millennium Media, Campbell Grobman Films, XYZ Films",SK Dale
Five Nights at Freddy's,20000000,297144130,110,"Horror, Thriller",2023-10-25,"Blumhouse Productions, Scott Cawthon Productions",Emma Tammi
Ready Player One,175000000,607274134,140,"Adventure, Action, Science Fiction",2018-03-28,"Amblin Entertainment, Warner Bros. Pictures, Village Roadshow Pictures, De Line Pictures, Dune Entertainment",Steven Spielberg
Terminator 2: Judgment Day,102000000,520000000,137,"Action, Thriller, Science Fiction",1991-07-03,"Carolco Pictures, Pacific Western, Lightstorm Entertainment, Le Studio Canal+",James Cameron
Grown Ups,80000000,271430189,102,Comedy,2010-06-24,"Columbia Pictures, Relativity Media, Happy Madison Productions",Dennis Dugan
The Shining,19000000,44781695,144,"Horror, Thriller",1980-05-23,"Warner Bros. Pictures, Peregrine, Hawk Films, The Producer Circle Co.",Stanley Kubrick
"The Gangster, the Cop, the Devil",6500000,25775371,110,"Crime, Action, Thriller",2019-05-15,"Acemaker Movieworks, BA Entertainment, Kiwi Media Group, B&C CONTENT",Lee Won-tae
Fifty Shades Freed,55000000,371985018,105,"Drama, Romance",2018-01-17,"Universal Pictures, Michael De Luca Productions, Perfect World Pictures",James Foley
Venom,116000000,856085151,112,"Science Fiction, Action",2018-09-28,"Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions, Columbia Pictures",Ruben Fleischer
Pirates of the Caribbean: Dead Man's Chest,200000000,1066179747,151,"Adventure, Fantasy, Action",2006-07-06,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",Gore Verbinski
Knives Out,40000000,312897920,131,"Comedy, Crime, Mystery",2019-11-27,"Lionsgate, MRC, T-Street",Rian Johnson
Aquaman and the Lost Kingdom,205000000,439381226,124,"Action, Adventure, Fantasy",2023-12-20,"Warner Bros. Pictures, The Safran Company, Atomic Monster, DC Films, Domain Entertainment",James Wan
Harry Potter and the Deathly Hallows: Part 1,250000000,954305868,146,"Adventure, Fantasy",2010-11-17,"Warner Bros. Pictures, Heyday Films",David Yates
A Quiet Place,17000000,340955294,91,"Horror, Drama, Science Fiction",2018-04-03,"Paramount Pictures, Platinum Dunes",John Krasinski
Spider-Man 3,258000000,894983373,139,"Action, Adventure, Science Fiction",2007-05-01,"Laura Ziskin Productions, Marvel Studios, Columbia Pictures",Sam Raimi
Son of God,22000000,67800064,138,Drama,2014-02-28,"Hearst Entertainment Productions, LightWorkers Media, 20th Century Fox",Christopher Spencer
Abigail,28000000,43015969,109,"Horror, Thriller",2024-04-16,"Project X Entertainment, Radio Silence Productions, Universal Pictures, Vinson Films",Tyler Gillett
A Complete Unknown,65000000,138003641,140,"Drama, Music",2024-12-18,"Veritas Entertainment Group, Range Media Partners, The Picture Company, Turnpike Films, White Water, Searchlight Pictures",James Mangold
Donnie Darko,4500000,7500000,114,"Fantasy, Drama, Mystery",2001-01-19,"Flower Films, Gaylord Films, Adam Fields Productions, Pandora Cinema, Newmarket Films",Richard Kelly
Smile,17000000,217408513,115,"Horror, Mystery",2022-09-23,"Paramount Players, Temple Hill Entertainment",Parker Finn
Ne Zha,22000000,742718496,110,"Animation, Fantasy, Adventure",2019-07-26,"Beijing Enlight Pictures, Horgos Coloroom Pictures, October Media, Chengdu Coco Cartoon",Yang Yu
Good Will Hunting,10000000,225900000,127,Drama,1997-12-05,"Lawrence Bender Productions, Be Gentlemen Limited Partnership, Miramax",Gus Van Sant
Madagascar,75000000,542064525,86,"Family, Animation, Adventure, Comedy",2005-05-25,"Pacific Data Images, DreamWorks Animation",Eric Darnell
Léon: The Professional,16000000,45284974,111,"Crime, Drama, Action",1994-09-14,"Gaumont, Les Films du Dauphin",Luc Besson
Flipped,14000000,4324817,89,"Romance, Drama",2010-08-06,Reiner / Greisman Productions,Rob Reiner
10 Things I Hate About You,16000000,53478166,97,"Comedy, Romance, Drama",1999-03-30,"Mad Chance, Jaret Entertainment",Gil Junger
The Suicide Squad,185000000,168717425,132,"Action, Comedy, Adventure",2021-07-28,"DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures",James Gunn
The Prestige,40000000,109676311,130,"Drama, Mystery, Science Fiction",2006-10-17,"Warner Bros. Pictures, Touchstone Pictures, Newmarket Films, Syncopy",Christopher Nolan
Cruella,200000000,233503234,134,"Comedy, Crime, Adventure",2021-05-26,"Walt Disney Pictures, Gunn Films, Marc Platt Productions",Craig Gillespie
One of Them Days,14000000,51648144,97,Comedy,2025-01-16,"TriStar Pictures, HOORAE, MACRO, ColorCreative",Lawrence Lamont
The Pianist,35000000,120098945,150,"Drama, War",2002-09-17,"Canal+, Bac Films, Heritage Films, Studio Babelsberg, Agencja Produkcji Filmowej, R.P. Productions, StudioCanal, Canal+, TVP, Runteam",Roman Polanski
Black Widow,200000000,379751131,134,"Action, Adventure, Science Fiction",2021-07-07,Marvel Studios,Cate Shortland
Hacksaw Ridge,40000000,175302354,139,"Drama, History, War",2016-10-07,"Summit Entertainment, Pandemonium, Cross Creek Pictures, Permut Presentations, Vendian Entertainment, Argent Pictures, IM Global, AI Film, Bliss Media, Kylin Pictures, Cosmos Filmed Entertainment, Icon Productions",Mel Gibson
TRON: Legacy,170000000,409912892,126,"Adventure, Action, Science Fiction",2010-12-14,"Walt Disney Pictures, Sean Bailey Productions",Joseph Kosinski
Catch Me If You Can,52000000,352114312,141,"Drama, Crime",2002-12-16,"Parkes/MacDonald Productions, Kemp Company, Splendid Pictures",Steven Spielberg
E.T. the Extra-Terrestrial,10500000,792965500,115,"Science Fiction, Adventure, Family, Fantasy",1982-06-11,"Universal Pictures, Amblin Entertainment",Steven Spielberg
The Imitation Game,14000000,233555708,113,"History, Drama, Thriller, War",2014-11-14,"Bristol Automotive, Black Bear Pictures, FilmNation Entertainment",Morten Tyldum
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,15700000,507119058,117,"Animation, Action, Fantasy, Thriller",2020-10-16,"ufotable, Aniplex, Shueisha, TOHO",Haruo Sotozaki
Everything Everywhere All at Once,25000000,139200000,140,"Action, Adventure, Science Fiction",2022-03-24,"IAC Films, AGBO, Ley Line Entertainment, Year of the Rat",Daniel Scheinert
Troy,175000000,497409852,163,"Adventure, History, War",2004-05-13,"Warner Bros. Pictures, Plan B Entertainment, Radiant Productions",Wolfgang Petersen
Charlie and the Chocolate Factory,150000000,475000000,115,"Adventure, Comedy, Family, Fantasy",2005-07-13,"Warner Bros. Pictures, Village Roadshow Pictures, The Zanuck Company, Plan B Entertainment, Theobald Film Productions",Tim Burton
The Ten Commandments: The Movie,39307171,37070177,120,Drama,2016-01-28,"Downtown Filmes, Record, Record Filmes, Paris Filmes",Alexandre Avancini
Iron Man 2,200000000,623933331,124,"Adventure, Action, Science Fiction",2010-04-28,"Marvel Studios, Fairview Entertainment, Marvel Entertainment",Jon Favreau
Arrival,47000000,203388186,116,"Drama, Science Fiction, Mystery",2016-11-10,"FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment",Denis Villeneuve
Top Gun,15000000,356830601,110,"Action, Drama",1986-05-16,"Paramount Pictures, Don Simpson/Jerry Bruckheimer Films",Tony Scott
Mulan,90000000,304320254,88,"Animation, Family, Adventure",1998-06-18,"Walt Disney Pictures, Walt Disney Feature Animation",Tony Bancroft
